"","species","qtd"
"3951","Alexa wachenheimii",0
"3952","Amburana acreana",3
"3953","Amphiodon effusus",0
"3954","Anadenanthera peregrina",1
"3955","Ancistrotropis peduncularis",0
"3956","Andira coriacea",0
"3957","Andira grandistipula",0
"3958","Andira inermis",1
"3959","Andira macrocarpa",0
"3960","Andira macrothyrsa",0
"3961","Andira micrantha",0
"3962","Andira multistipula",0
"3963","Andira parviflora",0
"3964","Andira praecox",0
"3965","Andira surinamensis",0
"3966","Andira taurotesticulata",0
"3967","Andira tervequinata",0
"3968","Andira trifoliolata",0
"3969","Andira unifoliolata",0
"3970","Andira vermifuga",0
"3971","Androcalymma glabrifolium",0
"3972","Apuleia leiocarpa",4
"3973","Balizia pedicellaris",0
"3974","Barbieria pinnata",0
"3975","Barnebydendron riedelii",0
"3976","Batesia floribunda",0
"3977","Bauhinia acreana",0
"3978","Bauhinia aculeata",0
"3979","Bauhinia arborea",0
"3980","Bauhinia aureopunctata",0
"3981","Bauhinia bombaciflora",0
"3982","Bauhinia brachycalyx",0
"3983","Bauhinia cinnamomea",0
"3984","Bauhinia conwayi",0
"3985","Bauhinia corniculata",0
"3986","Bauhinia cupulata",0
"3987","Bauhinia eilertsii",0
"3988","Bauhinia grandifolia",0
"3989","Bauhinia longicuspis",0
"3990","Bauhinia longipedicellata",0
"3991","Bauhinia petiolata",0
"3992","Bauhinia picta",0
"3993","Bauhinia piresii",0
"3994","Bauhinia platypetala",0
"3995","Bauhinia reflexa",0
"3996","Bauhinia tarapotensis",0
"3997","Bauhinia tomentosa",0
"3998","Bauhinia tumupasensis",0
"3999","Bauhinia ungulata",0
"4000","Bauhinia urocalyx",0
"4001","Bocoa prouacensis",0
"4002","Bocoa viridiflora",0
"4003","Bowdichia nitida",0
"4004","Brownea cauliflora",0
"4005","Brownea coccinea",0
"4006","Brownea enricii",0
"4007","Brownea grandiceps",0
"4008","Brownea guianensis",0
"4009","Brownea jaramilloi",1
"4010","Brownea leucantha",0
"4011","Brownea longipedicellata",0
"4012","Brownea macrophylla",0
"4013","Browneopsis cauliflora",0
"4014","Browneopsis excelsa",0
"4015","Browneopsis peruviana",0
"4016","Browneopsis puyensis",0
"4017","Browneopsis ucayalina",0
"4018","Calliandra bombycina",0
"4019","Calliandra coriacea",0
"4020","Calliandra glomerulata",0
"4021","Calliandra guildingii",0
"4022","Calliandra haematocephala",0
"4023","Calliandra hymenaeoides",0
"4024","Calliandra jariensis",0
"4025","Calliandra laxa",0
"4026","Calliandra magdalenae",0
"4027","Calliandra pakaraimensis",0
"4028","Calliandra parvifolia",0
"4029","Calliandra purdiei",0
"4030","Calliandra rigida",0
"4031","Calliandra riparia",0
"4032","Calliandra samik",0
"4033","Calliandra surinamensis",0
"4034","Calliandra tergemina",0
"4035","Calliandra trinervia",0
"4036","Calliandra tsugoides",0
"4037","Calopogonium caeruleum",0
"4038","Calopogonium mucunoides",2
"4039","Calopogonium velutinum",0
"4040","Campsiandra angustifolia",4
"4041","Campsiandra aymardii",0
"4042","Campsiandra casiquiarensis",0
"4043","Campsiandra chigo-montero",0
"4044","Campsiandra comosa",1
"4045","Campsiandra cowaniana",0
"4046","Campsiandra curaara",0
"4047","Campsiandra emonensis",0
"4048","Campsiandra ferruginea",0
"4049","Campsiandra gomez-alvareziana",0
"4050","Campsiandra guayanensis",0
"4051","Campsiandra implexicaulis",0
"4052","Campsiandra laurifolia",2
"4053","Campsiandra macrocarpa",0
"4054","Campsiandra nutans",0
"4055","Campsiandra pasibensis",0
"4056","Campsiandra robclarkiana",0
"4057","Campsiandra steyermarkiana",0
"4058","Campsiandra wurdackiana",0
"4059","Camptosema ellipticum",0
"4060","Canavalia brasiliensis",0
"4061","Canavalia dictyota",0
"4062","Canavalia grandiflora",0
"4063","Canavalia obidensis",0
"4064","Canavalia sericophylla",0
"4065","Candolleodendron brachystachyum",0
"4066","Cassia cowanii",0
"4067","Cassia fastuosa",0
"4068","Cassia grandis",1
"4069","Cassia leiandra",0
"4070","Cassia midas",0
"4071","Cassia moschata",0
"4072","Cassia rubriflora",0
"4073","Cassia spruceana",0
"4074","Cassia swartzioides",0
"4075","Cedrelinga cateniformis",1
"4076","Cenostigma tocantinum",1
"4077","Centrolobium paraense",2
"4078","Centrosema acutifolium",0
"4079","Centrosema brasilianum",0
"4080","Centrosema carajasense",0
"4081","Centrosema grazielae",0
"4082","Centrosema macrocarpum",4
"4083","Centrosema pascuorum",0
"4084","Centrosema plumieri",0
"4085","Centrosema pubescens",1
"4086","Centrosema tapirapoanense",0
"4087","Centrosema triquetrum",0
"4088","Centrosema venosum",0
"4089","Centrosema vexillatum",0
"4090","Centrosema virginianum",0
"4091","Chaetocalyx brasiliensis",0
"4092","Chaetocalyx klugii",0
"4093","Chaetocalyx scandens",0
"4094","Chamaecrista adiantifolia",0
"4095","Chamaecrista aiarana",0
"4096","Chamaecrista apoucouita",0
"4097","Chamaecrista boyanii",0
"4098","Chamaecrista campestris",0
"4099","Chamaecrista cultrifolia",0
"4100","Chamaecrista didyma",0
"4101","Chamaecrista diphylla",0
"4102","Chamaecrista egleri",0
"4103","Chamaecrista fagonioides",0
"4104","Chamaecrista hymenaeifolia",0
"4105","Chamaecrista langsdorffii",0
"4106","Chamaecrista negrensis",0
"4107","Chamaecrista nictitans",0
"4108","Chamaecrista polystachya",0
"4109","Chamaecrista roraimae",0
"4110","Chamaecrista rufa",0
"4111","Chamaecrista scleroxylon",0
"4112","Chamaecrista supplex",0
"4113","Chamaecrista trichopoda",0
"4114","Chamaecrista xinguensis",1
"4115","Chloroleucon acacioides",0
"4116","Clathrotropis brachypetala",0
"4117","Clathrotropis brunnea",0
"4118","Clathrotropis macrocarpa",2
"4119","Clathrotropis nitida",0
"4120","Clathrotropis paradoxa",0
"4121","Clathrotropis rosea",0
"4122","Cleobulia leiantha",0
"4123","Clitoria amazonum",1
"4124","Clitoria arborea",0
"4125","Clitoria brachycalyx",0
"4126","Clitoria brachystegia",0
"4127","Clitoria cavalcantei",0
"4128","Clitoria coriacea",0
"4129","Clitoria fairchildiana",9
"4130","Clitoria flexuosa",0
"4131","Clitoria froesii",0
"4132","Clitoria javitensis",0
"4133","Clitoria juninensis",0
"4134","Clitoria laurifolia",0
"4135","Clitoria leptostachya",0
"4136","Clitoria mucronulata",0
"4137","Clitoria nervosa",0
"4138","Clitoria obidensis",0
"4139","Clitoria simplicifolia",0
"4140","Clitoria snethlageae",0
"4141","Clitoria stipularis",0
"4142","Clitoria tunuhiensis",0
"4143","Clitoria woytkowskii",0
"4144","Cochliasanthus caracalla",0
"4145","Cojoba arborea",2
"4146","Cojoba chazutensis",0
"4147","Cojoba rufescens",0
"4148","Condylostylis candida",0
"4149","Copaifera camibar",0
"4150","Copaifera duckei",2
"4151","Copaifera epunctata",0
"4152","Copaifera glycycarpa",0
"4153","Copaifera guyanensis",0
"4154","Copaifera langsdorffii",6
"4155","Copaifera martii",0
"4156","Copaifera multijuga",9
"4157","Copaifera officinalis",2
"4158","Copaifera paupera",1
"4159","Copaifera piresii",0
"4160","Copaifera pubiflora",1
"4161","Copaifera reticulata",7
"4162","Copaifera rondonii",0
"4163","Copaifera venezuelana",0
"4164","Coursetia ferruginea",0
"4165","Cratylia argentea",4
"4166","Crotalaria incana",0
"4167","Crotalaria micans",0
"4168","Crotalaria nitens",0
"4169","Crotalaria pilosa",0
"4170","Crotalaria stipularia",0
"4171","Crudia aequalis",0
"4172","Crudia amazonica",0
"4173","Crudia aromatica",0
"4174","Crudia bracteata",0
"4175","Crudia glaberrima",0
"4176","Crudia humboldtiana",0
"4177","Crudia oblonga",0
"4178","Crudia tomentosa",0
"4179","Cymbosema roseum",0
"4180","Cynometra bauhiniifolia",0
"4181","Cynometra cuneata",0
"4182","Cynometra duckei",0
"4183","Cynometra hostmanniana",0
"4184","Cynometra longicuspis",0
"4185","Cynometra longifolia",0
"4186","Cynometra macrocarpa",0
"4187","Cynometra marginata",0
"4188","Cynometra marleneae",0
"4189","Cynometra parvifolia",0
"4190","Cynometra spruceana",0
"4191","Cynometra stenopetala",0
"4192","Dalbergia amazonica",0
"4193","Dalbergia foliosa",0
"4194","Dalbergia gracilis",0
"4195","Dalbergia grandistipula",0
"4196","Dalbergia guttembergii",0
"4197","Dalbergia hygrophila",0
"4198","Dalbergia intermedia",0
"4199","Dalbergia inundata",1
"4200","Dalbergia iquitosensis",0
"4201","Dalbergia monetaria",1
"4202","Dalbergia monophylla",0
"4203","Dalbergia negrensis",0
"4204","Dalbergia ovalis",0
"4205","Dalbergia revoluta",0
"4206","Dalbergia riedelii",0
"4207","Dalbergia riparia",0
"4208","Dalbergia simpsonii",0
"4209","Dalbergia spruceana",1
"4210","Dalbergia subcymosa",1
"4211","Deguelia amazonica",0
"4212","Deguelia angulata",0
"4213","Deguelia decorticans",1
"4214","Deguelia densiflora",0
"4215","Deguelia duckeana",1
"4216","Deguelia glaucifolia",0
"4217","Deguelia negrensis",0
"4218","Deguelia nitidula",0
"4219","Deguelia rariflora",1
"4220","Deguelia scandens",1
"4221","Deguelia spruceana",0
"4222","Deguelia urucu",0
"4223","Deguelia utilis",0
"4224","Desmodium adscendens",2
"4225","Desmodium affine",0
"4226","Desmodium axillare",1
"4227","Desmodium barbatum",0
"4228","Desmodium cajanifolium",0
"4229","Desmodium distortum",0
"4230","Desmodium glabrum",0
"4231","Desmodium incanum",0
"4232","Desmodium juruenense",0
"4233","Desmodium sclerophyllum",0
"4234","Desmodium scorpiurus",0
"4235","Desmodium subsecundum",0
"4236","Desmodium tortuosum",0
"4237","Desmodium triflorum",0
"4238","Desmodium uncinatum",0
"4239","Desmodium wydlerianum",0
"4240","Dialium guianense",4
"4241","Dicorynia guianensis",5
"4242","Dicorynia paraensis",0
"4243","Dicymbe altsonii",0
"4244","Dicymbe amazonica",0
"4245","Dicymbe arenicola",0
"4246","Dicymbe bernardii",0
"4247","Dicymbe corymbosa",2
"4248","Dicymbe fraterna",0
"4249","Dicymbe froesii",0
"4250","Dicymbe heteroxylon",0
"4251","Dicymbe hymenaea",0
"4252","Dicymbe jenmanii",0
"4253","Dicymbe mollis",0
"4254","Dicymbe neblinensis",0
"4255","Dicymbe pharangophila",0
"4256","Dicymbe praeruptorum",0
"4257","Dicymbe puncticulosa",0
"4258","Dicymbe stipitata",0
"4259","Dicymbe uaiparuensis",2
"4260","Dicymbe yutajensis",0
"4261","Dimorphandra campinarum",0
"4262","Dimorphandra caudata",1
"4263","Dimorphandra coccinea",0
"4264","Dimorphandra conjugata",0
"4265","Dimorphandra cuprea",0
"4266","Dimorphandra davisii",0
"4267","Dimorphandra dissimilis",0
"4268","Dimorphandra gigantea",0
"4269","Dimorphandra ignea",0
"4270","Dimorphandra loretensis",0
"4271","Dimorphandra macrostachya",0
"4272","Dimorphandra mediocris",0
"4273","Dimorphandra multiflora",0
"4274","Dimorphandra parviflora",1
"4275","Dimorphandra pennigera",0
"4276","Dimorphandra polyandra",0
"4277","Dimorphandra pullei",0
"4278","Dimorphandra unijuga",0
"4279","Dimorphandra urubuensis",0
"4280","Dimorphandra vernicosa",0
"4281","Dimorphandra williamii",0
"4282","Dinizia excelsa",14
"4283","Dioclea albiflora",0
"4284","Dioclea apurensis",0
"4285","Dioclea bicolor",1
"4286","Dioclea coriacea",0
"4287","Dioclea densiflora",0
"4288","Dioclea dictyoneura",0
"4289","Dioclea erecta",0
"4290","Dioclea ferruginea",0
"4291","Dioclea fimbriata",0
"4292","Dioclea flexuosa",0
"4293","Dioclea funalis",0
"4294","Dioclea glabra",0
"4295","Dioclea guianensis",0
"4296","Dioclea hispidemarginata",0
"4297","Dioclea huberi",0
"4298","Dioclea macrantha",0
"4299","Dioclea macrocarpa",0
"4300","Dioclea malacocarpa",0
"4301","Dioclea megacarpa",0
"4302","Dioclea mollicoma",0
"4303","Dioclea reflexa",0
"4304","Dioclea scabra",0
"4305","Dioclea sclerocarpa",0
"4306","Dioclea steyermarkii",0
"4307","Dioclea ucayalina",0
"4308","Dioclea virgata",0
"4309","Dioclea wilsonii",0
"4310","Diplotropis brasiliensis",0
"4311","Diplotropis martiusii",0
"4312","Diplotropis peruviana",0
"4313","Diplotropis purpurea",2
"4314","Diplotropis rigidocarpa",0
"4315","Diplotropis rodriguesii",0
"4316","Diplotropis strigulosa",0
"4317","Diplotropis triloba",0
"4318","Dipteryx charapilla",0
"4319","Dipteryx ferrea",0
"4320","Dipteryx magnifica",1
"4321","Dipteryx micrantha",5
"4322","Dipteryx odorata",26
"4323","Dipteryx polyphylla",1
"4324","Dipteryx punctata",0
"4325","Dipteryx rosea",0
"4326","Discolobium tocantinum",0
"4327","Dussia discolor",0
"4328","Dussia tessmannii",0
"4329","Elizabetha bicolor",0
"4330","Elizabetha coccinea",0
"4331","Elizabetha duckei",0
"4332","Elizabetha durissima",0
"4333","Elizabetha fanshawei",0
"4334","Elizabetha grahamiae",0
"4335","Elizabetha leiogyne",0
"4336","Elizabetha macrostachya",0
"4337","Elizabetha paraensis",0
"4338","Elizabetha princeps",0
"4339","Elizabetha speciosa",0
"4340","Entada polystachya",1
"4341","Enterolobium barinense",0
"4342","Enterolobium barnebianum",0
"4343","Enterolobium cyclocarpum",0
"4344","Enterolobium maximum",2
"4345","Enterolobium oldemanii",0
"4346","Enterolobium schomburgkii",2
"4347","Eperua bijuga",0
"4348","Eperua duckeana",1
"4349","Eperua falcata",1
"4350","Eperua glabra",0
"4351","Eperua glabriflora",0
"4352","Eperua grandiflora",0
"4353","Eperua jenmanii",0
"4354","Eperua leucantha",4
"4355","Eperua obtusata",0
"4356","Eperua oleifera",1
"4357","Eperua praesagata",0
"4358","Eperua purpurea",0
"4359","Eperua rubiginosa",0
"4360","Eperua schomburgkiana",0
"4361","Eperua venosa",0
"4362","Eriosema crinitum",0
"4363","Eriosema violaceum",0
"4364","Erythrina amazonica",1
"4365","Erythrina berteroana",1
"4366","Erythrina fusca",2
"4367","Erythrina peruviana",0
"4368","Erythrina poeppigiana",9
"4369","Erythrina rubrinervia",0
"4370","Erythrina schimpffii",0
"4371","Erythrina ulei",0
"4372","Erythrina verna",0
"4373","Etaballia dubia",0
"4374","Exostyles amazonica",0
"4375","Fissicalyx fendleri",0
"4376","Galactia jussiaeana",0
"4377","Galactia striata",0
"4378","Guianodendron praeclarum",0
"4379","Guilandina major",0
"4380","Helicotropis linearis",0
"4381","Heterostemon conjugatus",0
"4382","Heterostemon ellipticus",0
"4383","Heterostemon impar",0
"4384","Heterostemon ingifolius",0
"4385","Heterostemon mazarunensis",0
"4386","Heterostemon mimosoides",0
"4387","Heterostemon otophorus",0
"4388","Hydrochorea corymbosa",1
"4389","Hydrochorea gonggrijpii",0
"4390","Hydrochorea marginata",0
"4391","Hymenaea courbaril",29
"4392","Hymenaea intermedia",0
"4393","Hymenaea oblongifolia",2
"4394","Hymenaea parvifolia",1
"4395","Hymenaea reticulata",0
"4396","Hymenolobium elatum",0
"4397","Hymenolobium excelsum",2
"4398","Hymenolobium flavum",0
"4399","Hymenolobium grazielanum",0
"4400","Hymenolobium heterocarpum",0
"4401","Hymenolobium modestum",0
"4402","Hymenolobium nitidum",1
"4403","Hymenolobium petraeum",2
"4404","Hymenolobium pulcherrimum",0
"4405","Hymenolobium sericeum",0
"4406","Hymenolobium velutinum",0
"4407","Inga acicularis",0
"4408","Inga acreana",0
"4409","Inga acrocephala",0
"4410","Inga acuminata",0
"4411","Inga adenophylla",0
"4412","Inga alata",0
"4413","Inga alba",1
"4414","Inga aliena",0
"4415","Inga aria",0
"4416","Inga auristellae",0
"4417","Inga bicoloriflora",0
"4418","Inga bourgonii",0
"4419","Inga brachyrhachis",0
"4420","Inga brachystachys",0
"4421","Inga brevipes",0
"4422","Inga bullatorugosa",0
"4423","Inga calantha",0
"4424","Inga capitata",2
"4425","Inga caudata",0
"4426","Inga cayennensis",0
"4427","Inga cecropietorum",0
"4428","Inga chartacea",0
"4429","Inga chrysantha",0
"4430","Inga ciliata",0
"4431","Inga cinnamomea",1
"4432","Inga cordatoalata",0
"4433","Inga coruscans",0
"4434","Inga cylindrica",0
"4435","Inga cynometrifolia",0
"4436","Inga densiflora",4
"4437","Inga disticha",1
"4438","Inga duckei",0
"4439","Inga edulis",39
"4440","Inga exilis",0
"4441","Inga expansa",0
"4442","Inga extra-nodis",0
"4443","Inga fanchoniana",0
"4444","Inga flagelliformis",0
"4445","Inga gereauana",0
"4446","Inga glomeriflora",0
"4447","Inga graciliflora",0
"4448","Inga gracilifolia",0
"4449","Inga gracilior",0
"4450","Inga grandiflora",0
"4451","Inga grandis",0
"4452","Inga heterophylla",1
"4453","Inga huberi",0
"4454","Inga ilta",0
"4455","Inga inflata",0
"4456","Inga ingoides",1
"4457","Inga insignis",0
"4458","Inga japurensis",0
"4459","Inga killipiana",0
"4460","Inga klugii",0
"4461","Inga lateriflora",0
"4462","Inga laurina",2
"4463","Inga leiocalycina",0
"4464","Inga leptocarpa",0
"4465","Inga lineata",0
"4466","Inga lomatophylla",0
"4467","Inga longiflora",0
"4468","Inga longifoliola",0
"4469","Inga longipes",0
"4470","Inga lopadadenia",0
"4471","Inga loretana",0
"4472","Inga loubryana",0
"4473","Inga macrophylla",0
"4474","Inga marginata",1
"4475","Inga maynensis",0
"4476","Inga megalobotrys",0
"4477","Inga megaphylla",0
"4478","Inga melinonis",0
"4479","Inga micradenia",0
"4480","Inga microcalyx",0
"4481","Inga microcoma",0
"4482","Inga mitaraka",0
"4483","Inga multinervis",0
"4484","Inga neblinensis",0
"4485","Inga nobilis",0
"4486","Inga nouragensis",0
"4487","Inga nubium",0
"4488","Inga obidensis",0
"4489","Inga obtusata",0
"4490","Inga oerstediana",0
"4491","Inga ornata",0
"4492","Inga pachyphylla",0
"4493","Inga panurensis",0
"4494","Inga paraensis",3
"4495","Inga peduncularis",0
"4496","Inga pezizifera",0
"4497","Inga pilosula",0
"4498","Inga plumifera",0
"4499","Inga poeppigiana",0
"4500","Inga polyantha",0
"4501","Inga porcata",0
"4502","Inga pruriens",0
"4503","Inga psittacorum",0
"4504","Inga punctata",1
"4505","Inga retinocarpa",0
"4506","Inga rhynchocalyx",0
"4507","Inga ricardorum",0
"4508","Inga rubiginosa",1
"4509","Inga ruiziana",0
"4510","Inga rusbyi",0
"4511","Inga salicifoliola",0
"4512","Inga saltensis",0
"4513","Inga santaremnensis",0
"4514","Inga sapindoides",0
"4515","Inga sarayacuensis",0
"4516","Inga sertulifera",0
"4517","Inga setosa",0
"4518","Inga spectabilis",0
"4519","Inga splendens",0
"4520","Inga steinbachii",0
"4521","Inga stenocalyx",0
"4522","Inga stenoptera",0
"4523","Inga stipulacea",0
"4524","Inga stipularis",0
"4525","Inga striata",1
"4526","Inga striolata",0
"4527","Inga suaveolens",0
"4528","Inga suberosa",0
"4529","Inga tarapotensis",0
"4530","Inga tenuistipula",0
"4531","Inga tessmannii",0
"4532","Inga thibaudiana",1
"4533","Inga tocacheana",0
"4534","Inga tomentosa",0
"4535","Inga ulei",0
"4536","Inga umbellifera",0
"4537","Inga umbratica",2
"4538","Inga velutina",1
"4539","Inga venusta",0
"4540","Inga vera",5
"4541","Inga villosissima",0
"4542","Inga virgultosa",0
"4543","Inga vismiifolia",0
"4544","Inga xinguensis",0
"4545","Inga yacoana",0
"4546","Inga yasuniana",0
"4547","Jacqueshuberia amplifolia",0
"4548","Jacqueshuberia brevipes",0
"4549","Jacqueshuberia loretensis",0
"4550","Jacqueshuberia purpurea",0
"4551","Jacqueshuberia pustulata",0
"4552","Jacqueshuberia quinquangulata",0
"4553","Jacqueshuberia splendens",0
"4554","Lecointea amazonica",0
"4555","Lecointea guianensis",0
"4556","Lecointea ovalifolia",0
"4557","Lecointea peruviana",0
"4558","Leptolobium araguaiense",0
"4559","Leptolobium nitens",0
"4560","Leptolobium stirtonii",0
"4561","Leptospron adenanthum",0
"4562","Limadendron amazonica",0
"4563","Limadendron hostmannii",1
"4564","Lonchocarpus confertiflorus",0
"4565","Lonchocarpus crassispermus",0
"4566","Lonchocarpus guianensis",0
"4567","Lonchocarpus hedyosmus",0
"4568","Lonchocarpus imatacensis",0
"4569","Lonchocarpus latifolius",0
"4570","Lonchocarpus longifolius",0
"4571","Lonchocarpus macrocarpus",0
"4572","Lonchocarpus martynii",0
"4573","Lonchocarpus nicou",0
"4574","Lonchocarpus pubescens",0
"4575","Lonchocarpus riparius",0
"4576","Lonchocarpus seorsus",0
"4577","Lonchocarpus sericeus",0
"4578","Lonchocarpus sericophyllus",0
"4579","Lonchocarpus spiciflorus",0
"4580","Luetzelburgia amazonica",0
