family,species,life.form,tree.10cm.DBH,Brazil,Peru,Ecuador,Bolivia,Colombia,French.Guiana,Guyana,Surinam,Venezuela,Guiana.Shield.summarised,group,genus,fullname,checked.by.specialists,notes
Eriocaulaceae,Syngonanthus oblongus,herb,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus oblongus (Körn.) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus ottohuberi,herb,no,no,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus ottohuberi Hensold,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus setifolius,herb,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus setifolius Hensold,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus sickii,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus sickii Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus simplex,herb,no,yes,no,no,no,no,no,yes,no,no,yes,Angiosperm,Syngonanthus,Syngonanthus simplex (Miq.) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus spongiosus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus spongiosus Hensold,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus tenuis,herb,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus tenuis (Kunth) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus trichophyllus,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus trichophyllus Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus umbellatus,herb,no,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Syngonanthus,Syngonanthus umbellatus (Lam.) Ruhland,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus williamsii,herb,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Syngonanthus,Syngonanthus williamsii (Moldenke) Hensold,yes,revised.by.M.Trovó
Eriocaulaceae,Syngonanthus xinguensis,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Syngonanthus,Syngonanthus xinguensis Moldenke,yes,revised.by.M.Trovó
Eriocaulaceae,Tonina fluviatilis,herb,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,Angiosperm,Tonina,Tonina fluviatilis Aubl.,yes,revised.by.M.Trovó
Euphorbiaceae,Acalypha acuminata,subshrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Acalypha,Acalypha acuminata Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha alopecuroidea,"herb, subshrub",no,yes,yes,no,no,no,no,no,no,yes,yes,Angiosperm,Acalypha,Acalypha alopecuroidea Jacq.,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha arvensis,"herb, subshrub",no,yes,yes,yes,yes,no,yes,no,no,yes,yes,Angiosperm,Acalypha,Acalypha arvensis Poepp.,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha cuneata,"shrub, tree",yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,Angiosperm,Acalypha,Acalypha cuneata Poepp.,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha diversifolia,"shrub, tree",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Acalypha,Acalypha diversifolia Jacq.,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha gracilis,"shrub, subshrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Acalypha,Acalypha gracilis Spreng.,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha juruana,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Acalypha,Acalypha juruana Ule,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha macrostachya,"shrub, tree",no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,Angiosperm,Acalypha,Acalypha macrostachya Jacq.,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha salicifolia,"shrub, small tree",no,no,yes,yes,no,no,no,no,no,no,no,Angiosperm,Acalypha,Acalypha salicifolia Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha scandens,shrub,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,Angiosperm,Acalypha,Acalypha scandens Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha schultesii,Herb,no,no,no,no,no,yes,no,no,no,no,no,Angiosperm,Acalypha,Acalypha schultesii Cardiel,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha stachyura,"shrub, liana",no,yes,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Acalypha,Acalypha stachyura Pax,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha stenoloba,"shrub, liana",no,yes,yes,yes,yes,no,no,no,no,no,no,Angiosperm,Acalypha,Acalypha stenoloba Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Acalypha stricta,shrub,no,yes,yes,yes,yes,no,no,no,no,no,no,Angiosperm,Acalypha,Acalypha stricta Poepp.,yes,revised.by.R.Riina
Euphorbiaceae,Acidoton nicaraguensis,"shrub, tree",no,yes,yes,yes,yes,no,no,yes,no,yes,yes,Angiosperm,Acidoton,Acidoton nicaraguensis (Hemsl.) G.L.Webster,yes,revised.by.R.Riina
Euphorbiaceae,Actinostemon amazonicus,"shrub, small tree",no,yes,yes,no,yes,yes,no,no,no,yes,yes,Angiosperm,Actinostemon,Actinostemon amazonicus Pax & K.Hoffm.,yes,revised.by.R.Riina
Euphorbiaceae,Actinostemon concolor,tree,yes,yes,yes,no,yes,no,no,no,no,no,no,Angiosperm,Actinostemon,Actinostemon concolor (Spreng.) Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Actinostemon imbricatus,"shrub, tree",yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Actinostemon,Actinostemon imbricatus Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Actinostemon klotzschii,"shrub, tree",yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Actinostemon,Actinostemon klotzschii (Didr.) Pax,yes,revised.by.R.Riina
Euphorbiaceae,Actinostemon schomburgkii,"shrub, small tree",no,yes,no,no,yes,no,yes,yes,yes,yes,yes,Angiosperm,Actinostemon,Actinostemon schomburgkii (Klotzsch) Hochr.,yes,revised.by.R.Riina
Euphorbiaceae,Adelia ricinella,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Adelia,Adelia ricinella L.,yes,revised.by.R.Riina
Euphorbiaceae,Adelia triloba,tree,yes,no,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Adelia,Adelia triloba (Müll.Arg.) Hemsl.,yes,revised.by.R.Riina
Euphorbiaceae,Adenophaedra grandifolia,tree,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,Angiosperm,Adenophaedra,Adenophaedra grandifolia (Klotzsch) Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Alchornea acutifolia,tree,yes,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Alchornea,Alchornea acutifolia Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Alchornea castaneifolia,"shrub, tree",no,yes,yes,no,yes,yes,no,no,no,yes,yes,Angiosperm,Alchornea,Alchornea castaneifolia (Willd.) A.Juss.,yes,revised.by.R.Riina
Euphorbiaceae,Alchornea discolor,"shrub, tree",yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Alchornea,Alchornea discolor Poepp.,yes,revised.by.R.Riina
Euphorbiaceae,Alchornea fluviatilis,"shrub, tree",yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,Angiosperm,Alchornea,Alchornea fluviatilis Secco,yes,revised.by.R.Riina
Euphorbiaceae,Alchornea glandulosa,tree,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,Angiosperm,Alchornea,Alchornea glandulosa Poepp. & Endl.,yes,revised.by.R.Riina
Euphorbiaceae,Alchornea hilariana,"shrub, tree",yes,yes,no,no,yes,no,no,no,no,no,no,Angiosperm,Alchornea,Alchornea hilariana Baill.,yes,revised.by.R.Riina
Euphorbiaceae,Alchornea latifolia,tree,yes,yes,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Alchornea,Alchornea latifolia Sw.,yes,revised.by.R.Riina
Euphorbiaceae,Alchornea triplinervia,"shrub, tree",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Alchornea,Alchornea triplinervia (Spreng.) Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Alchorneopsis floribunda,tree,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Alchorneopsis,Alchorneopsis floribunda (Benth.) Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Algernonia amazonica,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Algernonia,Algernonia amazonica (Emmerich) G.L.Webster,yes,revised.by.R.Riina
Euphorbiaceae,Angostylis longifolia,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Angostylis,Angostylis longifolia Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Anomalocalyx uleanus,tree,yes,yes,no,no,no,yes,no,no,no,no,no,Angiosperm,Anomalocalyx,Anomalocalyx uleanus (Pax & K.Hoffm.) Ducke,yes,revised.by.R.Riina
Euphorbiaceae,Aparisthmium cordatum,"shrub, tree",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Aparisthmium,Aparisthmium cordatum (A.Juss.) Baill.,yes,revised.by.R.Riina
Euphorbiaceae,Astraea lobata,herb,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Astraea,Astraea lobata (L.) Klotzsch,yes,revised.by.R.Riina
Euphorbiaceae,Astrococcus cornutus,shrub,no,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Astrococcus,Astrococcus cornutus Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Bernardia amazonica,shrub,no,no,no,no,no,yes,yes,no,no,yes,yes,Angiosperm,Bernardia,Bernardia amazonica Croizat,yes,revised.by.R.Riina
Euphorbiaceae,Bernardia axillaris,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Bernardia,Bernardia axillaris (Spreng.) Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Bia fallax,climber,no,yes,no,no,no,no,no,yes,no,no,yes,Angiosperm,Bia,Bia fallax (Müll.Arg.) G.L.Webster,yes,revised.by.R.Riina
Euphorbiaceae,Bia fendleri,climber,no,yes,no,no,yes,yes,no,yes,no,yes,yes,Angiosperm,Bia,Bia fendleri (Müll.Arg.) G.L.Webster,yes,revised.by.R.Riina
Euphorbiaceae,Bia lessertiana,climber,no,yes,no,no,no,no,yes,yes,yes,no,yes,Angiosperm,Bia,Bia lessertiana Baill.,yes,revised.by.R.Riina
Euphorbiaceae,Brasiliocroton mamoninha,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Brasiliocroton,Brasiliocroton mamoninha P.E.Berry & Cordeiro,yes,revised.by.R.Riina
Euphorbiaceae,Caperonia aculeolata,"herb, shrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Caperonia,Caperonia aculeolata Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Caperonia angustissima,herb,no,no,no,no,no,yes,no,yes,no,no,yes,Angiosperm,Caperonia,Caperonia angustissima Klotzsch,yes,revised.by.R.Riina
Euphorbiaceae,Caperonia bahiensis,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Caperonia,Caperonia bahiensis Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Caperonia castaneifolia,herb,no,yes,no,no,no,no,yes,yes,no,no,yes,Angiosperm,Caperonia,Caperonia castaneifolia (L.) A.St.-Hil.,yes,revised.by.R.Riina
Euphorbiaceae,Caperonia heteropetala,"herb, shrub, subshrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Caperonia,Caperonia heteropetala Didr.,yes,revised.by.R.Riina
Euphorbiaceae,Caperonia palustris,Herb,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,Angiosperm,Caperonia,Caperonia palustris (L.) A.St.-Hil.,yes,revised.by.R.Riina
Euphorbiaceae,Caperonia similis,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Caperonia,Caperonia similis Pax & K.Hoffm.,yes,revised.by.R.Riina
Euphorbiaceae,Caryodendron amazonicum,tree,yes,yes,no,no,yes,no,yes,no,no,no,yes,Angiosperm,Caryodendron,Caryodendron amazonicum Ducke,yes,revised.by.R.Riina
Euphorbiaceae,Caryodendron orinocense,tree,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,Angiosperm,Caryodendron,Caryodendron orinocense H.Karst.,yes,revised.by.R.Riina
Euphorbiaceae,Cleidion amazonicum,"shrub, small tree",no,yes,yes,no,yes,yes,no,no,no,no,no,Angiosperm,Cleidion,Cleidion amazonicum Ule,yes,revised.by.R.Riina
Euphorbiaceae,Cleidion castaneifolium,tree,yes,no,yes,yes,no,no,no,no,no,yes,yes,Angiosperm,Cleidion,Cleidion castaneifolium Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Cleidion praealtum,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Cleidion,Cleidion praealtum Croiz.,yes,revised.by.R.Riina
Euphorbiaceae,Cleidion tricoccum,"shrub, tree",yes,yes,no,no,yes,no,no,no,no,no,no,Angiosperm,Cleidion,Cleidion tricoccum (Casar.) Baill.,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba guianensis,"shrub, tree",yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Conceveiba,Conceveiba guianensis Aubl.,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba hostmannii,tree,yes,yes,no,no,no,no,no,yes,yes,no,yes,Angiosperm,Conceveiba,Conceveiba hostmannii Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba krukoffii,"shrub, tree",yes,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Conceveiba,Conceveiba krukoffii Steyerm.,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba latifolia,tree,yes,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Conceveiba,Conceveiba latifolia Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba martiana,"shrub, tree",yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,Angiosperm,Conceveiba,Conceveiba martiana Baill.,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba maynasensis,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Conceveiba,Conceveiba maynasensis Secco,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba prealta,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Conceveiba,Conceveiba prealta (Croizat) Punt ex J.Murillo,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba ptariana,tree,yes,no,no,no,no,no,no,no,no,yes,yes,Angiosperm,Conceveiba,Conceveiba ptariana (Steyerm.) Jabl.,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba rhytidocarpa,tree,yes,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Conceveiba,Conceveiba rhytidocarpa Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba terminalis,"shrub, tree",yes,yes,yes,no,no,yes,no,yes,no,yes,yes,Angiosperm,Conceveiba,Conceveiba terminalis (Baill.) Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba trigonocarpa,tree,yes,no,yes,no,no,no,no,no,no,no,no,Angiosperm,Conceveiba,Conceveiba trigonocarpa Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Conceveiba tristigmata,tree,yes,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Conceveiba,Conceveiba tristigmata J.Murillo,yes,revised.by.R.Riina
Euphorbiaceae,Croton abonari,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton abonari Riina & P.E.Berry,yes,revised.by.R.Riina
Euphorbiaceae,Croton amazonicus,tree,yes,yes,no,no,no,yes,no,no,no,no,no,Angiosperm,Croton,Croton amazonicus Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Croton antisyphiliticus,"herb, subshrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton antisyphiliticus Mart.,yes,revised.by.R.Riina
Euphorbiaceae,Croton argenteus,Subshrub,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Croton,Croton argenteus L.,yes,revised.by.R.Riina
Euphorbiaceae,Croton argyrophyllus,Shrub,no,yes,no,no,yes,no,no,no,no,yes,yes,Angiosperm,Croton,Croton argyrophyllus Kunth,yes,revised.by.R.Riina
Euphorbiaceae,Croton arirambae,"herb, shrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton arirambae Huber,yes,revised.by.R.Riina
Euphorbiaceae,Croton ascendens,liana,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton ascendens Secco & N.A.Rosa,yes,revised.by.R.Riina
Euphorbiaceae,Croton asperrimus,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton asperrimus Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Croton beetlei,tree,yes,no,no,no,yes,no,no,no,no,no,no,Angiosperm,Croton,Croton beetlei Croizat,yes,revised.by.R.Riina
Euphorbiaceae,Croton betaceus,subshrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton betaceus Baill.,yes,revised.by.R.Riina
Euphorbiaceae,Croton borbensis,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton borbensis Secco & P.E.Berry,yes,revised.by.R.Riina
Euphorbiaceae,Croton cajucara,"shrub, tree",no,yes,no,no,no,no,no,yes,yes,yes,yes,Angiosperm,Croton,Croton cajucara Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Croton campestris,"shrub, subshrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton campestris A.St.-Hil.,yes,revised.by.R.Riina
Euphorbiaceae,Croton campinarensis,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,"Croton campinarensis Secco, A.Rosário & P.E.Berry",yes,revised.by.R.Riina
Euphorbiaceae,Croton caryophyllus,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton caryophyllus Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Croton chiribiquetensis,shrub,no,no,no,no,no,yes,no,no,no,no,no,Angiosperm,Croton,Croton chiribiquetensis Cardiel,yes,revised.by.R.Riina
Euphorbiaceae,Croton cuneatus,tree,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Croton,Croton cuneatus Klotzsch,yes,revised.by.R.Riina
Euphorbiaceae,Croton diasii,tree,yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton diasii Pires ex Secco & P.E.Berry,yes,revised.by.R.Riina
Euphorbiaceae,Croton dissectistipulatus,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton dissectistipulatus Secco,yes,revised.by.R.Riina
Euphorbiaceae,Croton draconoides,"shrub, tree",yes,yes,yes,no,no,no,yes,no,no,no,yes,Angiosperm,Croton,Croton draconoides Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Croton faroensis,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton faroensis Secco,yes,revised.by.R.Riina
Euphorbiaceae,Croton galeopsifolius,Shrub,no,no,no,no,no,no,no,yes,no,no,yes,Angiosperm,Croton,Croton galeopsifolius Lanj.,yes,revised.by.R.Riina
Euphorbiaceae,Croton glandulosus,Subshrub,no,yes,yes,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton glandulosus L.,yes,revised.by.R.Riina
Euphorbiaceae,Croton gossypiifolius,tree,yes,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Croton,Croton gossypiifolius Vahl,yes,revised.by.R.Riina
Euphorbiaceae,Croton grazielae,"liana, shrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton grazielae Secco,yes,revised.by.R.Riina
Euphorbiaceae,Croton guianensis,"shrub, tree",yes,yes,no,no,no,no,yes,yes,no,yes,yes,Angiosperm,Croton,Croton guianensis Aubl.,yes,revised.by.R.Riina
Euphorbiaceae,Croton heliotropiifolius,Subshrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton heliotropiifolius Kunth,yes,revised.by.R.Riina
Euphorbiaceae,Croton hirtus,herb,no,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Croton,Croton hirtus L'Hér.,yes,revised.by.R.Riina
Euphorbiaceae,Croton hoffmannii,"shrub, tree",yes,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton hoffmannii Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Croton hostmannii,shrub,no,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Croton,Croton hostmannii Miq. ex Schltdl.,yes,revised.by.R.Riina
Euphorbiaceae,Croton huitotorum,tree,yes,no,yes,no,no,yes,no,no,no,no,no,Angiosperm,Croton,Croton huitotorum Croizat,yes,revised.by.R.Riina
Euphorbiaceae,Croton icabarui,tree,yes,no,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Croton,Croton icabarui Jabl.,yes,revised.by.R.Riina
Euphorbiaceae,Croton javarisensis,"liana, shrub",no,yes,no,yes,no,yes,no,no,no,no,no,Angiosperm,Croton,Croton javarisensis Secco,yes,revised.by.R.Riina
Euphorbiaceae,Croton krukoffianus,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton krukoffianus Croizat,yes,revised.by.R.Riina
Euphorbiaceae,Croton lechleri,tree,yes,yes,yes,yes,yes,no,no,no,no,no,no,Angiosperm,Croton,Croton lechleri Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Croton lundianus,"herb, subshrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton lundianus (Didr.) Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Croton maasii,tree,yes,yes,yes,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton maasii Riina & P.E.Berry,yes,revised.by.R.Riina
Euphorbiaceae,Croton macradenis,Shrub,no,no,no,no,no,no,yes,yes,yes,no,yes,Angiosperm,Croton,Croton macradenis Görts & Punt,yes,revised.by.R.Riina
Euphorbiaceae,Croton matourensis,"shrub, small tree",no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Croton,Croton matourensis Aubl.,yes,revised.by.R.Riina
Euphorbiaceae,Croton mollis,"herb, shrub",no,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Croton,Croton mollis Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Croton nuntians,shrub,no,no,no,no,no,no,yes,yes,no,no,yes,Angiosperm,Croton,Croton nuntians Croizat,yes,revised.by.R.Riina
Euphorbiaceae,Croton orinocensis,"shrub, tree",yes,yes,no,no,no,yes,no,yes,no,yes,yes,Angiosperm,Croton,Croton orinocensis Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Croton pachypodus,tree,yes,no,yes,yes,yes,yes,no,no,no,no,no,Angiosperm,Croton,Croton pachypodus G.L.Webster,yes,revised.by.R.Riina
Euphorbiaceae,Croton palanostigma,tree,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,Angiosperm,Croton,Croton palanostigma Klotzsch,yes,revised.by.R.Riina
Euphorbiaceae,Croton paraensis,"herb, shrub",no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton paraensis Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Croton parodianus,shrub,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Croton,Croton parodianus Croizat,yes,revised.by.R.Riina
Euphorbiaceae,Croton polypleurus,shrub,no,yes,no,no,no,no,no,yes,no,yes,yes,Angiosperm,Croton,Croton polypleurus Croizat,yes,revised.by.R.Riina
Euphorbiaceae,Croton potaroensis,shrub,no,no,no,no,no,yes,no,yes,no,yes,yes,Angiosperm,Croton,Croton potaroensis Lanj.,yes,revised.by.R.Riina
Euphorbiaceae,Croton pseudofragrans,scandent shrub,no,no,yes,yes,no,yes,no,no,no,no,no,Angiosperm,Croton,Croton pseudofragrans Croizat,yes,revised.by.R.Riina
Euphorbiaceae,Croton pullei,liana,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Croton,Croton pullei Lanj.,yes,revised.by.R.Riina
Euphorbiaceae,Croton pycnadenius,herb,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton pycnadenius Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Croton sacaquinha,"shrub, tree",yes,yes,no,no,no,no,no,yes,no,no,yes,Angiosperm,Croton,Croton sacaquinha Croizat,yes,revised.by.R.Riina
Euphorbiaceae,Croton sampatik,tree,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,Angiosperm,Croton,Croton sampatik Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Croton schiedeanus,tree,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Croton,Croton schiedeanus Schltdl.,yes,revised.by.R.Riina
Euphorbiaceae,Croton sipaliwinensis,"herb, shrub",no,yes,no,no,no,no,no,yes,yes,yes,yes,Angiosperm,Croton,Croton sipaliwinensis Lanj.,yes,revised.by.R.Riina
Euphorbiaceae,Croton smithianus,tree,yes,no,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Croton,Croton smithianus Croizat,yes,revised.by.R.Riina
Euphorbiaceae,Croton spiraeifolius,subshrub,no,yes,no,no,no,yes,no,no,no,yes,yes,Angiosperm,Croton,Croton spiraeifolius Jabl.,yes,revised.by.R.Riina
Euphorbiaceae,Croton spruceanus,shrub,no,yes,no,yes,yes,yes,no,no,no,yes,yes,Angiosperm,Croton,Croton spruceanus Benth.,yes,revised.by.R.Riina
Euphorbiaceae,Croton strobiliformis,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,Croton strobiliformis Secco,yes,revised.by.R.Riina
Euphorbiaceae,Croton subasperrimum,shrub,no,yes,no,no,no,no,no,no,no,no,no,Angiosperm,Croton,"Croton subasperrimum Secco, P.E.Berry & Rosário",yes,revised.by.R.Riina
Euphorbiaceae,Croton subincanus,herb,no,yes,no,no,no,no,yes,yes,yes,yes,yes,Angiosperm,Croton,Croton subincanus Müll.Arg.,yes,revised.by.R.Riina
Euphorbiaceae,Croton subserratus,Shrub,no,yes,no,no,no,no,no,no,no,yes,yes,Angiosperm,Croton,Croton subserratus Jabl.,yes,revised.by.R.Riina
Euphorbiaceae,Croton tessmannii,tree,yes,yes,yes,no,no,yes,no,no,no,no,no,Angiosperm,Croton,Croton tessmannii Mansf.,yes,revised.by.R.Riina
Euphorbiaceae,Croton trinitatis,herb,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Angiosperm,Croton,Croton trinitatis Millsp.,yes,revised.by.R.Riina
